molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
8810,2,2,0,0,1,6,2,0,273.331,7.842,490.775,333.003,157.772,0.000,0.000,872.348,3.000,9.600,0.0705025,0.0338805,0.8996544,24.905,8.309,18.246,15.559,-1.857,1.217,1.356,-3.234,15.122,-0.301,8.662,-7.976,9.529,-1.149,2,-1.079,2,37.184,0.000,14.315,104.095,7,0,10,0,10,8,19,1,0.048
8810,2,2,0,0,1,6,2,0,273.331,8.337,531.065,371.282,159.783,0.000,0.000,905.073,3.000,9.600,0.0767979,0.0313101,0.8520660,26.214,8.391,18.672,16.332,-1.772,1.006,1.356,-4.004,12.283,-0.468,8.261,-8.013,9.621,-1.207,2,-1.095,2,36.068,0.000,23.262,107.589,7,0,10,0,10,8,19,1,0.027
8810,2,2,0,0,1,6,2,0,273.331,5.092,537.515,387.967,149.549,0.000,0.000,923.983,3.000,9.600,0.0280618,0.0309344,0.8535267,26.971,8.512,18.227,16.217,-1.594,0.895,1.356,-3.980,15.591,-0.370,10.518,-7.825,9.747,-1.083,2,-1.057,2,38.961,0.000,22.445,103.081,7,0,10,0,10,8,19,1,0.032
8810,2,2,0,0,1,6,2,0,273.331,7.430,494.540,361.494,133.046,0.000,0.000,883.788,3.000,9.600,0.0624673,0.0336225,0.9005934,25.363,8.249,18.180,15.065,-1.623,1.022,1.356,-3.218,28.189,-0.095,15.527,-7.521,9.663,-0.916,2,-1.057,2,43.397,0.000,9.792,97.691,7,0,10,0,10,8,19,0,0.087
8810,2,2,0,0,1,6,2,0,273.331,5.098,496.236,357.391,138.845,0.000,0.000,875.309,3.000,9.600,0.0296907,0.0335076,0.8917662,25.023,8.156,17.614,15.596,-1.723,1.219,1.356,-3.361,22.012,-0.165,13.541,-7.628,9.389,-1.029,2,-1.086,2,40.885,0.000,16.379,100.519,7,0,10,0,10,8,19,1,0.107
8810,2,2,0,0,1,6,2,0,273.331,7.792,517.920,365.638,152.282,0.000,0.000,904.195,3.000,9.600,0.0671518,0.0321047,0.8731265,26.179,8.427,18.553,16.768,-1.690,1.408,1.356,-3.663,12.722,-0.333,9.861,-7.875,9.398,-1.370,2,-1.063,2,36.818,0.000,30.283,106.281,7,0,10,0,10,8,19,1,0.093
8810,2,2,0,0,1,6,2,0,273.331,4.405,507.898,365.253,142.644,0.000,0.000,892.828,3.000,9.600,0.0217371,0.0327383,0.8828780,25.724,8.300,17.749,15.427,-1.670,0.975,1.356,-3.505,21.407,-0.221,12.379,-7.698,9.341,-1.006,2,-1.069,2,40.984,0.000,13.374,104.883,7,0,10,0,10,8,19,1,0.052
8810,2,2,0,0,1,6,2,0,273.331,8.189,520.523,350.661,169.862,0.000,0.000,900.813,3.000,9.600,0.0744365,0.0319442,0.8665919,26.044,8.486,18.673,16.289,-1.841,1.104,1.356,-3.769,10.068,-0.509,6.512,-8.199,9.765,-1.064,2,-1.080,2,34.116,0.000,22.102,107.698,7,0,10,0,10,8,19,1,0.022
8810,2,2,0,0,1,6,2,0,273.331,7.905,515.882,365.052,150.830,0.000,0.000,897.412,3.000,9.600,0.0696345,0.0322316,0.8721864,25.908,8.346,18.481,15.569,-1.719,0.904,1.356,-3.678,17.611,-0.323,10.205,-7.848,9.593,-1.190,2,-1.077,2,39.179,0.000,14.270,104.323,7,0,10,0,10,8,19,1,0.031
8810,2,2,0,0,1,6,2,0,273.331,5.750,522.889,364.106,158.784,0.000,0.000,909.304,3.000,9.600,0.0363602,0.0317996,0.8680832,26.384,8.498,18.221,16.561,-1.715,1.227,1.356,-3.744,11.783,-0.406,8.458,-7.995,9.736,-1.060,2,-1.062,2,36.075,0.000,26.720,107.114,7,0,10,0,10,8,19,1,0.047
8811,0,0,1,0,0,0,0,0,182.182,7.333,375.758,198.524,124.283,52.951,0.000,600.802,1.000,5.500,0.0894972,0.0146371,0.9163845,18.396,5.406,11.212,8.711,0.033,-1.458,-1.335,-3.138,656.632,-0.423,313.976,-5.686,9.620,-0.273,1,-0.659,3,77.566,0.000,0.000,83.726,6,0,9,0,9,2,13,0,0.011
8811,0,0,1,0,0,0,0,0,182.182,4.933,375.047,195.814,126.727,52.506,0.000,600.989,0.250,4.750,0.0404829,0.0063325,0.9183126,18.399,5.270,9.061,6.886,0.180,-1.375,-1.417,-3.104,622.509,-0.438,296.378,-5.733,9.601,-0.011,1,-0.679,3,78.008,0.000,0.000,85.039,6,0,9,0,9,2,13,0,0.014
8812,0,0,0,1,2,5,1,-2,332.355,6.274,598.340,210.601,189.860,197.879,0.000,1065.636,1.250,6.500,0.0369380,0.0121456,0.8432502,35.172,11.133,17.560,16.494,1.926,-1.560,-2.329,-0.456,10.004,-1.518,19.255,-3.841,9.414,0.020,3,-0.748,2,56.123,0.000,75.236,125.748,7,0,13,4,9,5,24,1,1.318
8813,0,0,0,0,0,5,0,0,349.312,1.913,617.413,122.208,89.442,281.809,123.954,1052.277,1.000,4.500,0.0034778,0.0072885,0.8103558,35.439,9.980,15.881,8.568,4.062,-5.579,-5.413,-5.945,1405.134,-0.342,3412.204,-1.695,8.972,0.815,4,0.388,3,100.000,123.954,0.000,70.817,5,0,15,0,15,0,25,0,0.017
8814,0,0,0,0,0,3,1,-2,381.833,10.020,599.263,140.102,200.283,201.341,57.537,1062.465,3.000,9.000,0.0945015,0.0260127,0.8402795,36.362,11.998,23.058,16.510,1.167,-3.934,-4.285,-5.077,124.915,-1.367,107.916,-4.213,9.300,0.927,2,-0.259,3,71.304,0.000,0.000,116.896,7,0,16,0,16,1,25,0,0.002
8815,0,1,0,0,0,1,1,1,361.415,8.590,622.273,471.442,86.220,39.599,25.013,1123.342,0.000,8.750,0.0656850,0.0000000,0.8398307,38.538,9.380,18.022,10.479,1.381,-2.155,-2.262,-5.039,375.991,0.148,260.656,-4.936,8.701,0.829,2,-0.504,3,81.120,25.013,0.000,66.404,6,0,19,0,19,8,26,0,0.029
8816,0,0,0,1,2,8,2,-2,410.401,9.682,671.862,215.647,278.002,148.444,29.769,1185.202,3.250,11.950,0.0790860,0.0320649,0.8061451,37.559,13.193,25.121,24.164,-0.717,-1.116,-1.798,-0.820,1.619,-2.698,3.501,-5.352,9.277,0.655,4,-1.492,1,13.534,0.000,69.602,192.347,11,1,13,4,9,5,28,1,0.140
8817,1,0,0,0,0,5,0,0,255.374,3.381,489.611,347.757,64.766,0.000,77.088,867.445,1.000,4.500,0.0131808,0.0091910,0.8984116,25.351,7.688,11.905,6.159,2.668,-3.214,-2.865,-3.176,2408.390,-0.084,3382.499,-2.233,9.402,1.935,1,-0.066,3,100.000,0.000,0.000,63.439,3,0,6,0,6,2,17,0,0.990
8818,1,0,0,2,0,10,0,-2,279.189,9.362,482.126,108.148,309.819,61.564,2.595,814.372,5.000,12.400,0.1076333,0.0575103,0.8747545,20.604,9.568,22.321,20.737,-1.410,-0.985,-1.017,-0.237,0.733,-2.732,0.338,-6.053,8.686,-0.222,2,-1.511,1,16.274,0.000,0.000,161.590,9,0,6,0,6,0,18,1,0.026
8819,0,0,0,0,0,2,2,0,406.948,6.709,636.935,439.494,118.451,27.870,51.121,1215.765,0.000,6.000,0.0370178,0.0000000,0.8649072,41.483,10.922,17.540,7.734,3.713,-5.043,-5.044,-3.851,745.814,-0.487,686.624,-3.412,10.427,0.587,2,0.457,3,100.000,0.000,0.000,81.350,4,0,17,0,17,14,28,0,0.001
8820,0,0,0,1,0,9,0,-2,431.438,5.786,618.774,263.001,185.481,169.035,1.257,1151.820,0.000,10.500,0.0290615,0.0000000,0.8587944,35.777,11.455,17.894,14.477,1.131,0.315,-4.084,-2.815,1.740,-1.652,21.692,-3.478,9.455,1.096,4,-1.390,1,24.913,0.000,0.000,163.082,12,1,12,0,12,0,28,1,295.870
8821,0,1,1,0,1,2,0,1,284.360,5.965,537.600,261.357,71.154,205.089,0.000,939.506,1.000,6.000,0.0378721,0.0111607,0.8629224,32.119,9.142,15.423,11.176,1.293,-1.828,-1.642,-4.080,373.880,0.204,271.311,-6.042,8.307,-0.519,2,-0.367,3,80.562,0.000,18.255,57.905,5,0,18,0,18,6,21,0,0.004
8821,0,1,1,0,1,2,0,1,284.360,5.497,540.188,262.019,72.119,206.050,0.000,942.835,1.000,6.000,0.0320505,0.0111072,0.8608161,32.262,9.179,15.393,11.081,1.307,-1.923,-1.642,-4.119,376.664,0.193,265.206,-6.056,8.580,-0.233,2,-0.360,3,80.700,0.000,16.702,58.178,5,0,18,0,18,6,21,0,0.003
8821,0,1,1,0,1,2,0,1,284.360,4.141,537.519,253.792,77.633,206.093,0.000,942.665,1.000,6.000,0.0181901,0.0111624,0.8649873,32.255,9.234,15.241,11.139,1.270,-1.866,-1.642,-4.051,331.732,0.150,232.840,-6.157,8.561,-0.248,2,-0.358,3,79.497,0.000,17.062,59.578,5,0,18,0,18,6,21,0,0.003
8822,1,0,0,0,0,9,0,-2,300.375,12.693,583.906,369.152,118.716,70.127,25.912,991.630,2.000,4.500,0.1624628,0.0108989,0.8236100,28.422,9.323,16.275,7.794,2.816,-3.860,-3.772,-4.721,741.514,-1.082,496.488,-2.596,8.252,0.328,2,0.014,3,94.804,0.000,0.000,75.638,7,0,5,0,5,0,20,0,0.105
8823,1,1,0,0,0,6,0,1,276.421,1.303,567.512,427.028,41.022,99.461,0.000,1016.816,2.000,3.750,0.0016708,0.0093448,0.8616913,31.636,9.147,14.560,7.340,3.223,-2.943,-2.545,-4.970,1008.753,0.232,552.485,-3.412,7.772,-0.760,6,0.348,3,100.000,0.000,0.000,35.133,3,0,12,0,12,6,20,0,0.122
8824,2,2,0,2,0,10,1,-2,214.219,2.886,454.595,195.901,218.246,0.000,40.448,717.803,5.000,7.500,0.0116028,0.0368911,0.8528590,16.151,7.616,16.362,14.816,-2.790,0.642,1.062,-1.750,0.337,-1.143,0.288,-8.707,9.299,1.123,3,-1.375,1,2.146,0.000,0.000,104.794,5,0,0,0,0,0,12,1,0.002
8825,3,0,0,2,0,10,0,-2,412.401,5.403,676.950,134.319,400.493,142.138,0.000,1212.266,5.000,9.000,0.0240769,0.0297284,0.8122203,37.297,14.451,25.644,19.021,1.066,-3.669,-4.723,-1.633,0.101,-4.087,0.038,-7.440,8.407,0.529,4,-0.652,1,2.424,0.000,0.000,214.652,10,1,15,0,15,0,30,1,0.000
8826,1,0,0,1,0,7,1,-2,398.392,9.124,685.336,0.000,262.891,421.325,1.121,1173.138,2.000,9.750,0.0709548,0.0201194,0.7849234,40.324,14.440,23.138,17.012,1.687,-4.172,-4.527,-5.214,8.063,-2.700,3.484,-4.208,8.978,1.838,5,-0.540,2,53.047,0.000,0.000,153.297,9,0,18,0,18,0,28,1,0.002
8827,2,0,0,0,0,10,1,0,516.946,11.888,804.749,172.289,87.189,380.163,165.108,1514.281,1.000,5.000,0.0933216,0.0062131,0.7924567,51.657,15.434,23.313,9.076,7.187,-9.160,-9.842,-6.703,1476.000,-0.560,6047.464,-0.827,8.806,0.599,3,1.337,1,100.000,117.535,0.000,72.630,5,2,18,0,18,0,36,1,0.000
8828,3,0,0,0,0,4,1,2,418.738,5.641,590.423,264.510,34.070,34.040,257.803,1086.644,0.000,2.000,0.0292831,0.0000000,0.8657521,35.090,8.061,13.539,2.781,6.198,-6.831,-7.203,-3.867,4707.801,0.652,10000.000,-1.643,10.004,1.162,3,1.068,1,100.000,192.255,0.000,32.844,2,1,9,3,6,3,27,1,0.001
8829,0,0,0,0,0,3,1,-2,307.100,7.472,433.999,106.875,226.954,54.130,46.040,733.505,3.000,8.600,0.0761078,0.0343218,0.9063127,21.792,8.194,17.436,14.895,-0.817,-1.877,-2.578,-3.306,69.774,-1.346,49.742,-5.224,9.566,1.026,3,-0.746,2,55.162,0.000,0.000,123.563,7,0,11,0,11,4,17,0,0.024
8830,0,1,0,0,0,2,1,1,281.357,5.752,537.790,206.797,75.706,255.287,0.000,938.574,1.000,4.500,0.0352475,0.0083676,0.8620478,32.562,9.515,14.833,8.721,2.546,-2.942,-2.854,-5.708,473.017,0.162,243.675,-3.886,8.592,-0.093,3,0.232,3,89.729,0.000,0.000,54.642,4,0,18,0,18,5,21,0,0.042
8831,0,1,0,0,0,3,1,1,276.378,2.692,547.172,489.814,47.575,9.782,0.000,965.023,0.000,7.200,0.0075102,0.0000000,0.8631106,30.633,7.619,13.220,7.856,1.240,-1.108,-0.935,-4.520,874.269,0.355,473.320,-4.136,9.437,0.265,7,-0.634,3,86.854,0.000,0.000,51.303,4,0,15,0,15,8,20,1,1.573
8832,0,1,0,0,0,3,1,2,329.370,4.838,571.430,256.192,29.195,239.115,46.929,1016.799,1.000,3.750,0.0230220,0.0065625,0.8557732,34.896,9.498,15.022,7.432,3.824,-3.833,-4.223,-5.732,1306.012,0.631,1320.174,-2.990,8.791,0.166,3,0.539,3,100.000,46.929,0.000,40.509,4,0,21,0,21,6,24,0,0.049
8833,0,0,0,0,0,3,2,-1,329.284,10.259,515.306,269.253,178.116,24.688,43.250,950.186,2.000,9.700,0.1107589,0.0266208,0.9070659,30.182,8.891,19.748,14.176,0.312,-2.461,-2.577,-3.154,202.688,-0.954,152.068,-4.427,9.268,0.507,1,-0.560,3,70.063,43.250,0.000,140.462,9,0,11,0,11,4,23,0,0.043
8834,4,4,0,3,0,9,0,-2,404.462,5.240,653.465,299.276,354.189,0.000,0.000,1222.351,4.000,15.700,0.0224599,0.0480515,0.8460705,36.986,12.978,27.387,23.038,-4.330,2.000,3.249,-1.505,0.001,-2.481,0.000,-11.308,9.135,-0.643,8,-1.553,1,0.000,0.000,0.000,188.497,11,1,12,0,0,8,28,2,0.000
8835,5,1,0,0,0,3,0,0,113.159,2.266,312.391,133.951,108.538,69.902,0.000,474.044,3.000,2.700,0.0108315,0.0149701,0.9411929,11.558,4.757,9.026,8.076,-0.359,0.693,0.323,-3.543,230.957,-0.036,112.275,-5.048,9.323,-1.156,4,-0.761,2,67.146,0.000,0.000,48.481,2,0,5,0,5,3,8,0,4.995
8836,2,0,0,0,0,11,0,-2,498.491,6.274,720.314,355.838,256.069,108.407,0.000,1403.661,1.500,12.400,0.0280449,0.0210836,0.8416884,43.993,14.093,24.181,15.916,1.254,-3.089,-5.185,-4.611,36.948,-2.509,13.999,-4.801,8.851,1.940,7,-0.454,2,36.427,0.000,0.000,233.090,12,2,14,0,14,0,36,1,0.006
8837,5,1,0,0,0,3,0,-1,114.104,7.025,292.090,55.997,178.228,57.865,0.000,421.971,3.000,2.500,0.1169639,0.0148246,0.9314723,9.360,4.452,9.918,8.222,-1.104,0.988,0.099,-3.643,50.427,-0.588,21.675,-6.375,10.044,0.055,4,-0.865,2,50.954,0.000,0.000,77.435,4,0,5,0,5,0,8,0,0.468
8837,5,1,0,0,0,2,1,-1,114.104,6.253,288.064,54.972,186.133,46.960,0.000,415.695,3.000,4.000,0.0940611,0.0240509,0.9351024,9.646,4.402,10.576,9.890,-1.534,0.764,0.236,-3.532,42.433,-0.578,17.986,-6.655,9.694,0.088,3,-0.841,2,47.097,0.000,0.000,85.095,4,0,5,0,5,0,8,0,0.147
8838,0,0,0,0,0,1,0,0,300.440,6.753,539.695,365.988,87.344,86.362,0.000,994.265,1.000,2.750,0.0458698,0.0050955,0.8926576,33.819,9.069,14.402,6.152,3.622,-4.659,-4.438,-3.681,1470.999,-0.228,750.791,-2.729,9.677,0.163,3,0.762,3,100.000,0.000,0.000,47.850,2,0,17,0,17,12,22,0,0.006
8839,1,0,0,0,0,7,0,-2,182.222,1.337,420.733,136.120,156.492,128.122,0.000,668.846,4.000,5.400,0.0026742,0.0256695,0.8791088,17.342,7.238,13.932,12.301,0.035,-1.183,-1.428,-4.099,325.006,-1.208,146.812,-3.280,7.657,-0.794,7,-0.808,2,72.108,0.000,0.000,81.784,4,0,6,0,6,0,13,1,6.278
8840,4,0,0,0,0,3,0,-2,315.198,0.888,502.868,0.000,336.552,166.316,0.000,848.988,0.000,5.000,0.0009287,0.0000000,0.8622742,27.485,9.617,12.498,8.613,0.264,-2.640,-4.227,-4.554,6.373,-2.635,2.095,-6.848,11.146,3.152,3,-0.382,2,42.890,0.000,0.000,164.506,10,0,13,0,13,0,23,1,0.000
8841,2,2,0,0,0,6,0,2,399.611,3.732,713.748,389.998,6.391,247.828,69.531,1302.730,0.000,5.000,0.0106913,0.0000000,0.8082079,44.495,12.626,17.258,6.792,4.899,-4.179,-4.084,-7.270,535.907,1.104,741.610,-4.313,7.698,0.443,7,0.808,3,100.000,0.000,0.000,13.975,3,0,20,0,20,4,27,1,0.002
8842,1,2,0,0,0,7,1,1,446.006,4.308,802.080,351.019,69.700,296.874,84.486,1432.057,0.000,6.500,0.0129603,0.0000000,0.7660452,49.497,14.921,20.125,9.031,4.564,-4.674,-4.373,-8.186,134.503,0.354,200.997,-5.211,7.748,0.467,7,0.739,3,91.771,0.000,0.000,51.079,5,0,20,0,20,4,30,1,0.000
8843,9,3,0,3,2,22,0,-2,507.540,8.546,854.139,506.617,347.522,0.000,0.000,1583.783,5.000,20.400,0.0461176,0.0534056,0.7693086,43.103,16.715,33.159,31.159,-5.002,2.000,2.861,0.728,0.000,-3.880,0.001,-9.937,9.263,-0.850,10,-2.909,1,0.000,0.000,60.231,248.397,15,2,0,0,0,0,35,2,0.006
8844,7,3,0,5,0,20,0,-2,527.527,7.079,793.568,300.074,369.838,123.656,0.000,1529.044,5.000,16.750,0.0327710,0.0471971,0.8088368,43.377,16.999,31.663,24.395,-1.584,1.055,-0.434,1.644,0.001,-3.614,0.000,-10.105,9.068,-0.018,10,-1.955,1,0.000,0.000,0.000,258.101,14,2,6,0,6,0,37,2,0.000
8845,3,2,0,0,2,14,0,-1,613.798,4.750,985.836,457.844,111.017,416.975,0.000,1932.028,4.000,13.900,0.0116758,0.0281994,0.7609735,66.158,20.938,35.664,23.353,2.596,-3.575,-3.735,-6.092,40.458,-0.761,26.114,-4.878,9.157,-0.029,12,-0.245,1,57.952,0.000,16.323,113.430,9,1,27,0,27,7,45,1,0.002
8846,0,2,0,0,0,8,1,0,539.633,3.635,839.913,368.153,173.557,298.203,0.000,1630.313,1.000,11.500,0.0081065,0.0136919,0.7975872,56.802,16.889,27.074,15.977,2.732,-3.338,-4.779,-7.682,13.927,-0.941,5.968,-7.025,8.418,1.295,4,0.344,2,50.457,0.000,0.000,120.664,9,1,27,0,27,4,40,1,0.000
8847,12,0,0,0,3,18,3,-2,627.598,8.298,887.187,482.440,404.748,0.000,0.000,1708.429,11.000,29.600,0.0403051,0.1106554,0.7790183,50.660,19.516,49.938,52.287,-7.043,1.611,1.572,-0.985,0.296,-4.968,0.419,-7.251,9.607,-0.749,7,-3.302,1,0.000,0.000,86.266,314.460,19,3,18,0,18,15,43,2,1.439
8848,6,0,0,3,0,3,0,-2,126.005,2.362,264.417,0.000,261.620,0.000,2.797,371.308,3.000,7.000,0.0150208,0.0458532,0.9448564,6.779,4.218,10.409,12.763,-0.810,-0.465,-0.245,2.998,0.532,-1.564,0.305,-6.053,10.511,0.210,0,-1.352,1,17.293,0.000,0.000,117.214,5,0,0,0,0,0,7,1,0.038
8849,0,0,0,0,0,3,1,0,316.483,2.610,575.853,494.512,76.116,5.225,0.000,1079.929,1.000,2.750,0.0063056,0.0047755,0.8839958,35.188,9.163,14.090,5.170,4.393,-5.277,-4.637,-3.434,1879.720,-0.267,978.616,-2.616,9.527,-0.680,6,0.912,3,100.000,0.000,0.000,46.119,2,0,17,0,17,14,23,0,0.004
8850,3,0,0,1,0,8,0,-2,428.375,12.639,678.907,0.000,323.768,352.898,2.240,1182.555,1.000,6.500,0.1350921,0.0095742,0.7965915,39.405,14.239,20.703,12.059,2.666,-4.942,-6.400,-4.699,2.134,-3.315,0.840,-5.475,8.953,3.817,4,0.042,1,35.489,0.000,0.000,168.444,11,1,18,0,18,0,30,1,0.000
8851,0,0,0,1,0,4,0,-2,212.202,1.397,418.965,214.707,198.915,5.343,0.000,692.013,1.000,5.750,0.0028217,0.0137243,0.9030883,19.023,6.427,10.520,8.363,0.464,-1.465,-1.537,-1.318,32.598,-1.304,15.550,-4.783,10.015,0.493,4,-0.832,2,56.744,0.000,0.000,117.867,5,0,6,0,6,3,15,0,0.120
8852,1,1,0,0,0,0,0,2,221.301,1.380,450.511,126.903,21.616,301.991,0.000,768.671,1.000,1.000,0.0024792,0.0022197,0.9007823,27.492,8.023,10.660,5.454,3.299,-2.832,-2.930,-5.304,1541.032,0.784,873.437,-2.917,9.316,-0.045,3,0.493,3,100.000,0.000,0.000,14.186,1,0,16,0,16,3,17,0,0.395
8853,0,0,0,0,0,7,2,0,396.500,4.716,652.172,293.735,80.185,247.775,30.477,1233.630,0.000,4.500,0.0180253,0.0000000,0.8529548,41.087,12.205,16.191,6.418,5.003,-5.213,-6.041,-5.093,1719.901,-0.518,1305.733,-1.452,9.292,0.638,5,0.698,3,100.000,0.000,0.000,67.082,4,1,19,3,16,5,28,0,0.086
8854,0,0,0,0,0,5,1,0,281.093,6.596,470.209,269.874,79.171,35.326,85.838,732.068,1.000,3.000,0.0594360,0.0063801,0.8354269,20.270,6.343,9.927,4.976,2.414,-3.353,-3.707,-4.363,1758.425,-0.283,2688.551,-2.374,9.261,1.145,1,-0.180,3,100.000,0.000,0.000,51.386,3,0,0,0,0,0,12,0,0.527
8855,0,0,0,0,0,9,0,-2,272.300,3.419,514.564,58.632,195.480,260.452,0.000,892.761,4.000,4.900,0.0130974,0.0190453,0.8713968,26.283,10.675,17.294,12.758,1.280,-2.269,-3.361,-4.855,138.728,-1.695,58.497,-3.341,8.809,0.070,4,-0.396,3,72.783,0.000,0.000,89.853,4,0,12,0,12,0,20,0,0.724
8856,1,1,0,0,0,2,1,-1,167.188,2.437,339.274,26.286,155.632,79.194,78.162,518.970,2.800,6.000,0.0114468,0.0295924,0.9205399,14.087,5.928,12.045,11.730,-0.981,-0.134,-0.164,-3.922,82.593,-0.191,99.025,-5.979,9.833,2.231,2,-0.799,2,55.509,0.000,0.000,79.155,5,0,9,0,9,1,11,0,0.129
8857,3,0,0,0,0,7,0,0,320.387,3.559,645.875,113.224,0.000,532.650,0.000,1110.822,0.000,2.000,0.0114005,0.0000000,0.8031188,38.893,12.273,13.661,5.322,6.227,-7.660,-7.660,-7.258,9906.038,-0.496,5899.293,1.029,8.899,-0.021,2,1.010,1,100.000,0.000,0.000,22.016,3,1,18,0,18,0,24,1,0.075
8858,1,0,0,2,0,3,1,-2,144.127,3.953,336.681,127.699,197.237,11.744,0.000,516.677,2.000,4.000,0.0302443,0.0168018,0.9248959,12.709,5.035,9.261,8.158,0.364,-0.873,-0.829,0.812,8.564,-1.155,4.664,-4.825,10.358,0.337,2,-1.042,2,45.768,0.000,0.000,99.642,4,0,0,0,0,0,10,1,0.277
8859,0,1,0,0,0,6,0,1,309.370,1.736,606.791,243.393,111.972,251.426,0.000,1041.155,1.000,7.700,0.0028951,0.0126897,0.8187218,34.062,10.627,16.560,11.377,1.593,-3.355,-3.248,-6.390,214.274,-0.513,103.535,-4.184,8.920,1.228,2,-0.308,3,77.994,0.000,0.000,75.560,6,0,18,0,18,4,23,0,0.009
8860,0,0,0,0,0,8,0,-1,318.498,3.351,676.843,528.876,92.750,55.217,0.000,1203.942,2.000,2.450,0.0093281,0.0051191,0.8086256,37.418,10.912,15.967,5.932,5.006,-6.167,-4.886,-4.892,1307.237,-0.864,660.869,-2.266,8.996,-0.165,3,0.970,3,100.000,0.000,0.000,43.049,2,1,12,0,12,6,23,1,0.001
8861,0,0,0,1,0,4,0,-1,359.808,4.311,585.578,201.883,129.160,182.891,71.643,1054.526,1.000,5.750,0.0176208,0.0098194,0.8556291,35.226,10.972,16.649,9.522,4.125,-4.936,-5.003,-2.933,149.512,-0.678,199.145,-2.872,8.506,0.546,3,0.051,3,90.019,0.000,0.000,83.052,5,0,15,0,15,2,25,0,0.014
8862,1,0,0,0,0,9,1,-1,468.675,3.273,754.420,659.808,66.530,28.082,0.000,1533.420,0.000,8.000,0.0069845,0.0000000,0.8524313,49.703,12.932,20.442,8.073,4.976,-4.859,-5.466,-4.054,2317.380,-0.589,1227.068,-1.783,9.510,0.223,12,0.547,1,100.000,0.000,0.000,75.431,4,0,9,0,9,6,34,1,0.107
8863,4,1,0,0,1,10,0,1,693.731,7.870,912.903,235.613,57.399,423.129,196.762,1864.584,2.000,7.000,0.0332192,0.0108440,0.8025307,66.087,17.855,30.373,14.522,7.628,-7.405,-10.277,-6.097,468.856,0.248,4490.809,-2.189,9.158,0.907,1,1.513,1,93.500,196.762,22.292,67.950,5,2,31,0,31,6,50,1,0.000
8864,1,0,0,2,0,8,1,-2,452.453,9.820,675.843,143.692,316.553,210.772,4.826,1216.302,3.000,11.500,0.0792809,0.0294722,0.8153550,39.398,13.957,25.377,18.891,1.143,-3.463,-4.769,-1.910,0.633,-3.081,0.297,-5.843,9.008,1.550,4,-0.865,1,30.081,0.000,0.000,167.990,10,0,16,0,16,0,30,1,0.000
8865,10,3,0,6,0,22,2,-2,737.696,7.633,970.390,276.952,370.692,320.259,2.487,1951.220,6.000,21.000,0.0298577,0.0530089,0.7781972,60.866,22.512,41.796,31.374,-0.192,0.065,-3.019,2.018,0.001,-4.040,0.000,-9.236,9.358,-0.121,10,-2.045,1,0.000,0.000,0.000,292.907,17,3,18,0,18,6,51,2,0.000
8866,1,0,0,4,0,9,0,-2,283.114,7.152,432.160,24.150,265.319,139.021,3.670,736.170,1.000,8.250,0.0694853,0.0190901,0.9123727,18.856,8.385,13.152,11.116,1.030,-0.144,-2.127,3.617,0.491,-2.095,0.081,-5.056,9.644,0.003,4,-1.835,1,27.442,0.000,0.000,148.107,8,0,6,0,6,0,17,1,1.787
8867,1,0,0,0,1,3,0,0,527.840,6.440,726.871,234.289,102.617,210.309,179.656,1348.403,0.000,5.750,0.0307617,0.0000000,0.8120589,47.891,12.764,20.224,11.186,4.888,-6.146,-7.919,-4.202,563.964,-0.214,5048.194,-2.382,9.071,0.819,3,0.545,3,91.848,108.115,34.112,120.286,10,1,19,0,19,3,36,1,0.002
8868,0,1,0,0,0,3,0,1,327.379,8.319,558.987,358.724,90.787,109.475,0.000,1001.911,1.000,6.250,0.0690697,0.0111809,0.8662626,33.062,9.217,16.253,9.386,1.957,-2.546,-3.036,-4.944,340.302,-0.025,170.699,-4.582,8.944,0.455,8,0.028,2,83.718,0.000,0.000,68.732,5,0,17,0,17,5,24,1,0.024
8869,2,0,0,0,0,3,0,0,483.151,5.459,695.914,158.557,86.683,242.132,208.543,1231.118,1.000,6.000,0.0242085,0.0086217,0.7982561,43.501,13.706,20.203,10.416,4.967,-7.144,-7.668,-5.951,1492.404,-0.012,10000.000,-1.976,9.413,0.780,2,0.649,1,100.000,0.000,0.000,95.980,7,0,17,0,17,0,28,1,0.000
8870,0,0,0,0,0,11,0,-2,522.569,3.844,848.561,373.405,202.938,143.837,128.381,1538.401,4.000,11.300,0.0096050,0.0266333,0.7595016,49.723,15.846,29.061,18.727,3.064,-6.205,-5.847,-6.109,117.880,-2.130,247.719,-3.697,9.018,1.269,4,0.010,1,69.003,88.884,0.000,138.942,10,1,23,3,20,8,36,1,0.000
