molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
1092,0,1,0,0,0,10,0,1,335.876,6.104,647.69,314.577,81.371,180.14,71.602,1143.956,2,5.7,0.0325695,0.0124458,0.8167151,34.926,11.639,17.617,9.419,3.329,-3.412,-3.29,-6.083,417.981,-0.278,525.994,-3.487,8.389,0.91,5,0.16,3,93.349,0,0,49.539,4,0,10,0,10,0,23,0,0.042
1093,5,5,0,0,0,14,2,-2,475.584,6.962,759.378,470.594,254.461,34.323,0,1426.26,11,16,0.033987,0.0698809,0.8069367,42.263,16.012,39.04,32.293,-3.747,2,2.846,-8.45,0.594,-2.089,0.218,-8.869,9.102,-0.815,11,-1.118,1,0,0,0,188.182,12,2,18,0,18,14,33,2,0.064
1094,0,1,0,0,0,4,0,-2,324.427,6.348,528.414,257.462,216.156,19.57,35.226,905.292,3,10,0.0445117,0.0327783,0.8564784,27.694,9.196,19.53,15.968,-0.98,-1.349,-1.249,-4.674,22.029,-1.157,13.809,-7.113,9.473,1.627,3,-0.731,2,45.243,0,0,114.679,6,0,9,0,9,4,19,1,0.001
1095,1,1,0,0,0,8,0,-2,383.495,8.719,605.623,339.246,209.036,23.627,33.715,1079.528,3,12.2,0.0704237,0.0348914,0.8403339,32.138,10.801,22.451,17.417,-0.773,-1.214,-1.589,-4.954,25.735,-1.411,16.028,-6.583,9.728,1.819,4,-0.892,2,47.666,0,0,127.619,8,0,9,0,9,3,23,0,0.006
1096,0,0,0,1,0,5,0,-1,356.411,4.051,624.532,190.368,138.403,225.084,70.677,1100.576,1,6,0.0149087,0.0096072,0.8254493,36.83,11.076,17.29,12.491,3.422,-4.859,-4.965,-3.622,4.864,-0.919,158.174,-2.797,9.09,1.327,3,0.067,2,59.275,46.962,0,70.52,3,0,15,0,15,0,25,1,0.123
1096,0,0,0,1,0,5,0,-1,356.411,4.987,622.954,191.009,138.445,222.729,70.77,1097.398,1,6,0.0226595,0.0096315,0.8259462,36.68,11.03,17.342,12.471,3.421,-4.866,-4.965,-3.603,4.86,-0.917,158.204,-2.806,9.064,1.331,3,0.058,2,59.264,46.965,0,70.381,3,0,15,0,15,0,25,1,0.129
1097,0,0,0,0,0,5,0,0,262.308,1.176,512.615,371.342,93.178,48.096,0,902.068,1,4,0.0015323,0.0078031,0.8807782,27.196,7.914,11.918,6.215,2.933,-3.401,-3.251,-3.69,1295.08,-0.539,654.228,-2.587,10.338,0.474,3,0.108,3,100,0,0,84.537,5,0,6,0,6,1,19,0,0.269
1097,0,0,0,0,0,5,0,0,262.308,1.565,508.269,366.645,93.344,48.28,0,896.421,1,4,0.0027338,0.0078699,0.8845988,26.971,7.883,11.867,6.207,2.907,-3.326,-3.251,-3.63,1290.376,-0.533,651.66,-2.59,10.359,0.48,3,0.095,3,100,0,0,84.485,5,0,6,0,6,1,19,0,0.319
1097,0,0,0,0,0,5,0,0,262.308,1.659,520.929,382.59,94.718,43.621,0,905.602,1,4,0.0030374,0.0076786,0.8689829,27.294,7.868,11.94,6.215,2.934,-3.546,-3.251,-3.86,1252.24,-0.574,630.868,-2.631,10.354,0.478,3,0.113,3,100,0,0,84.571,5,0,6,0,6,1,19,0,0.174
1097,0,0,0,0,0,5,0,0,262.308,1.269,511.062,374.527,91.926,44.609,0,905.424,1,4,0.0017799,0.0078268,0.8856451,27.297,7.939,11.96,6.179,2.945,-3.374,-3.251,-3.595,1330.957,-0.519,673.84,-2.577,10.417,0.475,3,0.119,3,100,0,0,84.455,5,0,6,0,6,1,19,0,0.294
1098,3,0,0,0,0,4,0,1,144.6,3.108,364.848,192.155,31.111,64.344,77.238,557.431,1.5,0.75,0.0173237,0.0025176,0.8978009,14.2,4.837,6.683,3.327,2.414,-1.367,-1.643,-3.493,5022.021,0.255,7499.437,-1.482,9.742,-0.517,1,-0.302,3,100,0,0,19.075,1,0,0,0,0,0,9,0,40.261
1098,3,0,0,0,0,4,0,1,144.6,3.109,364.844,192.16,31.114,64.336,77.235,557.425,1.5,0.75,0.0173367,0.0025177,0.8978038,14.2,4.837,6.683,3.327,2.414,-1.367,-1.643,-3.492,5021.638,0.255,7498.466,-1.482,9.742,-0.516,1,-0.302,3,100,0,0,19.077,1,0,0,0,0,0,9,0,40.26
1099,0,1,0,0,0,8,0,-1,239.314,3.081,500.328,262.879,142.107,95.342,0,858.244,4,4.7,0.0110634,0.0187877,0.8729396,23.967,8.804,15.844,11.261,0.603,-1.193,-1.426,-4.769,110.969,-0.763,50.84,-5.097,8.886,0.009,4,-0.412,2,67.081,0,0,74.182,4,0,6,0,6,0,17,0,0.197
1099,0,1,0,0,0,8,0,0,239.314,3.889,505.831,270.677,132.003,103.15,0,863.219,4,4.7,0.017518,0.0185833,0.8667764,24.24,8.804,15.974,11.259,0.7,-1.198,-1.426,-4.906,138.362,-0.691,64.531,-4.883,8.855,-0.022,4,-0.406,2,69.364,0,0,72.228,4,0,6,0,6,0,17,0,0.266
1099,0,1,0,0,0,8,0,-1,239.314,3.685,501.942,259.453,140.279,102.21,0,861.629,4,4.7,0.0157601,0.0187272,0.8724182,24.168,8.87,15.98,11.3,0.64,-1.193,-1.426,-4.81,115.487,-0.749,53.081,-5.039,8.846,-0.081,4,-0.405,2,67.609,0,0,75.845,4,0,6,0,6,0,17,0,0.213
1099,0,1,0,0,0,8,0,-1,239.314,3.431,506.122,270.004,138.316,97.801,0,862.131,4,4.7,0.0136556,0.0185726,0.8655501,24.146,8.794,15.907,11.266,0.645,-1.201,-1.426,-4.9,120.544,-0.751,55.598,-5.019,8.815,-0.023,4,-0.41,2,67.969,0,0,74.451,4,0,6,0,6,0,17,0,0.193
1100,0,0,0,0,0,7,1,-2,418.572,7.455,727.456,511.231,124.441,91.784,0,1391.562,1,6.7,0.0399417,0.0092102,0.8286291,45.918,12.853,20.606,9.461,4.67,-7.059,-5.352,-4.743,654.378,-1.067,312.812,-2.818,9.1,-0.111,5,0.783,1,100,0,0,86.739,5,0,16,0,16,10,30,1,0.001
1101,0,1,0,0,2,6,1,0,591.749,4.225,784.705,536.915,98.738,149.052,0,1653.157,2.25,10.75,0.0107994,0.0205491,0.8616576,57.576,15.477,28.571,19.614,2.795,-2.731,-5.365,-2.459,112.719,-0.286,141.494,-4.301,8.308,0.13,6,0.119,3,67.078,0,50.813,114.372,10,1,28,0,28,13,43,0,0.055
1101,1,1,0,0,2,6,1,0,591.749,0.685,888.07,595.569,109.191,183.31,0,1754.702,2.25,10.75,0.0002678,0.0181574,0.792234,61.967,17.025,29.778,19.659,3.319,-4.678,-5.365,-3.745,101.733,-0.559,110.559,-4.373,8.216,0.04,6,0.31,3,69.35,0,43.955,115.752,10,1,28,0,28,13,43,0,0.001
1101,0,1,0,0,2,6,1,0,591.749,9.162,889.461,598.984,105.561,184.916,0,1760.727,2.25,10.75,0.0476784,0.018129,0.7928045,62.224,17.057,30.508,19.246,3.384,-4.882,-5.365,-3.744,121.69,-0.519,120.448,-4.3,8.112,-0.06,6,0.326,3,71.123,0,38.507,117.468,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,6.564,884.232,602.011,98.923,183.298,0,1751.695,2.25,10.75,0.0245965,0.0182362,0.7947631,61.847,16.905,30.031,18.653,3.374,-5.028,-5.365,-3.704,160.163,-0.444,140.877,-4.183,8.171,-0.005,6,0.305,2,73.199,0,31.426,116.323,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,2.31,885.993,599.03,102.074,184.889,0,1752.319,2.25,10.75,0.003046,0.0181999,0.7933718,61.887,16.956,29.76,18.524,3.356,-5.131,-5.365,-3.735,155.77,-0.481,130.781,-4.236,8.155,0.063,6,0.305,2,72.881,0,29.19,117.741,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,8.443,887.707,618.026,86.407,183.275,0,1757.744,2.25,10.75,0.0405564,0.0181648,0.7934731,62.089,16.879,30.268,18.112,3.497,-5.294,-5.365,-3.725,236.154,-0.315,189.292,-3.953,8.176,0.009,6,0.319,3,76.937,0,25.152,117.237,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,6.037,884.4,593.96,107.116,183.324,0,1752.755,2.25,10.75,0.0207955,0.0182327,0.7949325,61.889,16.971,30.036,18.277,3.324,-5.224,-5.365,-3.702,149.06,-0.53,116.107,-4.334,8.218,0.041,6,0.308,2,72.349,0,25.585,117.608,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,8.918,888.892,597.045,108.595,183.252,0,1747,2.25,10.75,0.045523,0.0181406,0.7891831,61.658,16.98,30.266,19.148,3.272,-4.919,-5.365,-3.795,116.905,-0.562,112.124,-4.362,8.162,-0.024,6,0.287,3,70.156,0,37.08,117.412,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,2.761,892.415,600.858,108.422,183.136,0,1758.298,2.25,10.75,0.0043345,0.0180689,0.7894533,62.109,17.072,29.865,19.059,3.344,-5.021,-5.365,-3.79,120.151,-0.559,112.585,-4.359,8.205,0.037,6,0.317,2,70.788,0,35.793,118.08,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,8.259,887.392,607.94,96.189,183.262,0,1751.242,2.25,10.75,0.0389482,0.0181712,0.7917971,61.828,16.907,30.191,18.216,3.387,-5.271,-5.365,-3.752,188.92,-0.422,150.267,-4.133,8.149,-0.028,6,0.3,2,74.559,0,25.674,117.503,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,5.335,893.976,603.598,108.123,182.254,0,1761.401,2.25,10.75,0.0161579,0.0180374,0.7890022,62.225,17.095,30.064,18.88,3.363,-5.126,-5.365,-3.793,126.309,-0.558,113.379,-4.357,8.187,0.015,6,0.324,2,71.293,0,33.421,117.875,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,7.459,885.59,615.189,85.487,184.914,0,1758.037,2.25,10.75,0.0316469,0.0182082,0.7954589,62.116,16.87,30.164,17.665,3.509,-5.458,-5.365,-3.701,269.118,-0.3,193.444,-3.93,8.097,-0.08,6,0.322,3,78.024,0,19.118,117.716,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,9.729,886.752,594.421,107.441,184.889,0,1761.086,2.25,10.75,0.053744,0.0181843,0.795335,62.238,17.052,30.62,19.008,3.376,-4.945,-5.365,-3.703,124.053,-0.532,115.219,-4.335,8.153,-0.015,6,0.33,3,71.224,0,35.217,118.528,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,12.098,862.402,586.228,92.936,183.238,0,1721.069,2.25,10.75,0.085046,0.0186978,0.8053549,60.62,16.521,30.443,18.401,3.236,-4.731,-5.365,-3.533,189.816,-0.355,162.257,-4.073,8.254,0.066,6,0.236,3,73.712,0,29.29,111.562,10,1,28,0,28,13,43,0,0.001
1101,0,1,0,0,2,6,1,0,591.749,9.323,880.77,606.644,92.794,181.332,0,1744.124,2.25,10.75,0.0498342,0.0183078,0.7955869,61.525,16.777,30.231,17.905,3.368,-5.275,-5.365,-3.682,216.915,-0.377,162.804,-4.077,8.276,0.109,6,0.286,3,75.521,0,22.18,116.467,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,6.355,890.655,603.645,103.762,183.248,0,1756.111,2.25,10.75,0.0229985,0.0181047,0.7903574,62.023,17.014,30.072,19.077,3.363,-4.968,-5.365,-3.775,131.295,-0.507,125.673,-4.273,8.211,0.04,6,0.312,3,71.593,0,36.505,115.297,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,5.956,861.335,590.413,91.915,179.007,0,1734.667,2.25,10.75,0.0204471,0.0187209,0.8105949,61.124,16.562,29.756,18.822,3.328,-4.508,-5.365,-3.428,173.241,-0.332,166.217,-4.069,8.115,-0.073,6,0.276,3,73.539,0,35.493,113.719,10,1,28,0,28,13,43,0,0.002
1101,0,1,0,0,2,6,1,0,591.749,9.768,878.003,620.151,79.639,178.213,0,1742.918,2.25,10.75,0.0547393,0.0183655,0.797726,61.447,16.635,30.212,17.376,3.45,-5.413,-5.365,-3.632,320.115,-0.234,222.075,-3.846,8.078,-0.102,6,0.285,3,79.027,0,16.618,112.492,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,11.747,824.27,549.073,93.584,181.613,0,1695.436,2.25,10.75,0.0813944,0.0195628,0.8342252,59.579,16.125,30.163,18.762,3.101,-3.889,-5.365,-3.058,167.046,-0.296,159.796,-4.091,8.036,-0.154,6,0.199,3,71.927,0,35.491,112.919,10,1,28,0,28,13,43,0,0.006
1101,0,1,0,0,2,6,1,0,591.749,8.022,864.725,611.661,79.211,173.853,0,1737.796,2.25,10.75,0.0370288,0.0186475,0.8083875,61.2,16.478,29.928,18.352,3.427,-4.724,-5.365,-3.439,249.76,-0.208,224.331,-3.853,8.246,0.077,6,0.282,3,76.963,0,30.668,115.669,10,1,28,0,28,13,43,0,0.002
1101,0,1,0,0,2,6,1,0,591.749,4.28,814.885,580.108,97.27,137.507,0,1699.885,2.25,10.75,0.0107782,0.0197881,0.8453079,59.336,15.824,29.112,18.207,3.063,-3.849,-5.365,-2.668,164.245,-0.307,146.482,-4.314,8.108,-0.074,6,0.222,3,71.572,0,32.022,116.278,10,1,28,0,28,13,43,0,0.004
1101,0,1,0,0,2,6,1,0,591.749,4.754,753.052,548.622,78.407,126.024,0,1622.854,2.25,10.75,0.0139255,0.0214129,0.8868694,56.144,14.873,28.066,17.128,2.749,-3.163,-5.365,-1.941,296.64,-0.064,228.628,-4.007,8.198,0.01,6,0.068,3,74.332,0,22.241,107.864,10,1,28,0,28,13,43,0,0.04
1101,0,1,0,0,2,6,1,0,591.749,8.912,822.958,575.497,92.946,154.515,0,1684.674,2.25,10.75,0.0471407,0.019594,0.8320154,58.89,15.851,29.388,17.857,3.005,-4.187,-5.365,-2.964,202.117,-0.295,162.219,-4.175,8.127,-0.055,6,0.169,3,72.845,0,25.853,111.44,10,1,28,0,28,13,43,0,0.003
1101,0,1,0,0,2,6,1,0,591.749,9.35,870.905,612.084,87.412,171.41,0,1730.698,2.25,10.75,0.0505091,0.0185152,0.8004638,60.893,16.516,29.996,18.239,3.315,-4.903,-5.365,-3.556,217.629,-0.309,184.855,-4.013,8.098,-0.078,6,0.256,3,75.238,0,28.412,113.387,10,1,28,0,28,13,43,0,0.001
1101,0,1,0,0,2,6,1,0,591.749,12.057,856.375,591.748,101.904,162.723,0,1718.435,2.25,10.75,0.0845887,0.0188294,0.8101959,60.319,16.383,30.366,18.627,3.138,-4.487,-5.365,-3.357,144.225,-0.435,131.306,-4.311,8.353,0.187,6,0.234,3,71.006,0,33.593,114.075,10,1,28,0,28,13,43,0,0.001
1101,0,1,0,0,2,6,1,0,591.749,8.504,812.171,557.891,89.064,165.216,0,1682.297,2.25,10.75,0.0429886,0.0198542,0.8422724,58.897,15.831,29.38,17.932,3.04,-3.984,-5.365,-2.849,217.026,-0.237,177.783,-4.065,8.14,-0.046,6,0.173,3,73.606,0,26.594,110.753,10,1,28,0,28,13,43,0,0.005
1101,0,1,0,0,2,6,1,0,591.749,4.012,872.561,592.541,98.759,181.26,0,1744.757,2.25,10.75,0.0092263,0.0184801,0.8032659,61.55,16.764,29.755,18.372,3.338,-4.937,-5.365,-3.557,170.49,-0.42,141.422,-4.188,8.119,-0.063,6,0.295,3,73.476,0,28.212,114.927,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,5.061,850.203,568.234,99.599,182.37,0,1712.17,2.25,10.75,0.014961,0.0189661,0.8140926,60.256,16.427,29.427,18.517,3.143,-4.479,-5.365,-3.387,159.864,-0.402,138.647,-4.199,8.133,-0.053,6,0.222,3,71.831,0,30.723,114.181,10,1,28,0,28,13,43,0,0.001
1101,0,1,0,0,2,6,1,0,591.749,6.099,867.838,616.341,87.721,163.776,0,1737.428,2.25,10.75,0.0214092,0.0185807,0.8053745,61.089,16.485,29.685,18.298,3.351,-4.799,-5.365,-3.44,209.999,-0.301,183.51,-4.046,8.084,-0.1,6,0.278,3,75.17,0,29.991,113.389,10,1,28,0,28,13,43,0,0.001
1101,0,1,0,0,2,6,1,0,591.749,6.988,866.609,602.62,85.728,178.262,0,1741.37,2.25,10.75,0.0280437,0.018607,0.8077355,61.385,16.59,29.908,18.267,3.408,-4.829,-5.365,-3.471,225.575,-0.276,192.35,-3.958,8.146,-0.038,6,0.291,3,76.063,0,28.462,112.004,10,1,28,0,28,13,43,0,0.001
1101,0,1,0,0,2,6,1,0,591.749,10.427,877.592,633.74,83.29,160.562,0,1750.256,2.25,10.75,0.0621151,0.0183741,0.8003377,61.572,16.578,30.364,17.546,3.452,-5.287,-5.365,-3.506,276.745,-0.266,203.741,-3.975,8.125,-0.052,6,0.306,3,77.909,0,20.211,116.228,10,1,28,0,28,13,43,0,0
1101,0,1,0,0,2,6,1,0,591.749,5.902,895.597,622.933,91.131,181.533,0,1764.194,2.25,10.75,0.019745,0.0180047,0.7884058,62.33,16.999,30.062,18.545,3.497,-5.251,-5.365,-3.799,193.228,-0.377,169.32,-4.046,8.137,-0.047,6,0.331,3,75.379,0,30.469,112.051,10,1,28,0,28,13,43,0,0
1102,2,0,0,0,0,6,0,-2,232.279,0.54,491.838,248.612,243.227,0,0,829.055,4,5,0.0003517,0.0203319,0.8677572,23.172,8.525,15.974,12.017,0.288,-2.369,-1.919,-3.672,48.908,-1.952,18.955,-5.426,9.969,-0.957,2,-0.425,2,58.867,0,0,126.123,6,0,0,0,0,0,16,0,0.004
1102,2,0,0,0,0,6,0,-2,232.279,0.54,492.699,248.886,243.813,0,0,829.464,4,5,0.0003516,0.0202964,0.8665263,23.189,8.526,15.98,12.023,0.285,-2.381,-1.919,-3.692,48.286,-1.963,18.695,-5.437,9.969,-0.957,2,-0.425,2,58.75,0,0,126.123,6,0,0,0,0,0,16,0,0.004
1103,0,0,0,1,0,6,1,-1,303.141,2.328,532.946,191.623,144.998,93.411,102.914,905.257,1,4.75,0.0059858,0.0089127,0.849174,27.114,9.207,13.07,7.479,2.997,-3.791,-3.845,-2.61,105.799,-0.886,203.297,-3.287,9.483,0.698,3,-0.239,3,80.73,0,0,84.003,4,0,6,0,6,0,19,0,0.025
1104,3,0,0,0,0,3,0,0,212.248,1.103,387.835,260.66,127.175,0,0,678.24,2,4,0.0017927,0.0145857,0.9625866,19.063,6.514,10.823,7.725,1.603,-1.65,-2.262,-2.137,616.451,-0.532,293.262,-3.575,10.89,0.543,0,-0.347,3,86.264,0,0,96.722,5,0,6,0,6,1,15,0,1.297
1104,3,0,0,0,0,3,0,0,212.248,1.103,388.912,261.737,127.175,0,0,681.118,2,4,0.0017855,0.0145453,0.9626344,19.178,6.542,10.864,7.727,1.616,-1.658,-2.262,-2.137,616.449,-0.532,293.261,-3.575,10.89,0.543,0,-0.341,3,86.339,0,0,96.722,5,0,6,0,6,1,15,0,1.249
1105,1,0,0,0,0,4,0,0,224.259,1.124,409.687,248.179,124.269,37.239,0,721.664,2,4,0.0017492,0.0138077,0.9497354,20.514,7.053,11.328,7.79,1.89,-2.227,-2.482,-2.523,656.83,-0.596,314.078,-3.295,10.627,0.539,1,-0.298,3,88.438,0,0,96.788,5,0,6,0,6,1,16,0,1.754
1105,1,0,0,0,0,4,0,0,224.259,1.142,410.42,249.203,124.121,37.095,0,722.975,2,4,0.0018043,0.0137831,0.9491883,20.565,7.059,11.345,7.79,1.89,-2.234,-2.482,-2.531,658.963,-0.596,315.181,-3.292,10.624,0.536,1,-0.295,3,88.462,0,0,96.772,5,0,6,0,6,1,16,0,1.717
1107,19,1,0,0,10,33,1,-2,980.162,11.068,1315.852,694.229,466.215,131.734,23.673,2713.734,8.5,23.45,0.0451415,0.0519571,0.7150496,82.518,30.082,54.38,48.457,-4.43,1.751,-1.915,6.247,0.004,-7.048,0.033,-8.542,9.204,2.437,17,-3.712,1,0,0,178.748,411.376,23,3,11,0,11,4,67,2,0.158
1107,20,1,0,0,10,33,1,-2,980.162,15.342,1285.061,666.098,464.868,129.351,24.744,2688.82,8.5,23.45,0.0875378,0.0532021,0.7276947,81.499,29.535,54.698,48.099,-4.527,2,-1.915,6.463,0.004,-6.819,0.034,-8.526,8.902,2.498,17,-3.731,1,0,0,175.256,408.068,23,3,11,0,11,4,67,2,0.292
1107,19,1,0,0,10,33,1,-2,980.162,9.667,1292.302,659.334,466.342,134.429,32.198,2705.496,8.5,23.45,0.0345403,0.052904,0.7266057,82.214,29.796,54.274,47.955,-4.407,1.856,-1.915,6.421,0.004,-6.837,0.036,-8.535,8.994,2.513,17,-3.695,1,0,0,172.441,414.05,23,3,11,0,11,4,67,2,0.205
1107,19,1,0,0,10,33,1,-2,980.162,21.998,1169.687,593.56,416.691,129.225,30.212,2557.202,8.5,23.45,0.1892283,0.0584498,0.7731649,76.23,27.215,54.324,46.338,-4.799,2,-1.915,7.199,0.015,-5.6,0.114,-7.638,9.22,3.077,17,-3.885,1,0,0,159.621,410.762,23,3,11,0,11,4,67,2,2.255
1107,19,1,0,0,10,33,1,-2,980.162,10.209,1309.999,704.588,452.289,135.056,18.066,2728.306,8.5,23.45,0.0382023,0.0521893,0.7208133,83.133,29.935,54.469,48.872,-4.246,2,-1.915,6.324,0.004,-6.786,0.042,-8.274,9.094,2.101,17,-3.66,1,0,0,185.554,412.831,23,3,11,0,11,4,67,2,0.522
1107,19,1,0,0,10,33,1,-2,980.162,7.369,1294.24,693.055,449.62,134.751,16.814,2719.428,8.5,23.45,0.0199686,0.0528248,0.7280067,82.775,29.649,54.132,49.103,-4.262,2,-1.915,6.442,0.004,-6.641,0.044,-8.226,9.227,2.426,17,-3.658,1,0,0,189.464,410.559,23,3,11,0,11,4,67,2,0.583
1107,20,1,0,0,10,33,1,-2,980.162,14.778,1326.547,706.184,470.6,137.113,12.649,2726.319,8.5,23.45,0.0801028,0.0515383,0.711476,83.073,30.273,55.003,49.469,-4.433,2,-1.915,6.163,0.003,-7.194,0.026,-8.604,9.15,2.465,17,-3.694,1,0,0,191.23,411.455,23,3,11,0,11,4,67,2,0.244
1107,18,1,0,0,10,33,1,-2,980.162,17.156,1194.422,626.132,397.658,144.216,26.416,2591.51,8.5,23.45,0.113571,0.0572393,0.7639107,77.746,27.602,53.679,43.354,-4.494,1.53,-1.915,6.978,0.047,-5.505,0.17,-7.235,9.155,2.833,17,-3.838,1,0,0,118.883,405.553,23,3,11,0,11,4,67,2,1.937
1107,19,1,0,0,10,33,1,-2,980.162,9.338,1298.363,678.417,465.106,130.085,24.754,2698.979,8.5,23.45,0.0323056,0.052657,0.7220524,81.912,29.767,54.043,49.167,-4.485,2,-1.915,6.368,0.003,-6.914,0.034,-8.527,8.942,2.571,17,-3.725,1,0,0,189.166,408.757,23,3,11,0,11,4,67,2,0.291
1107,19,1,0,0,10,33,1,-2,980.162,18.764,1215.036,627,433.58,125.798,28.658,2644.232,8.5,23.45,0.1331556,0.0562682,0.7611011,79.68,28.209,54.796,48.055,-4.454,2,-1.915,7.02,0.007,-5.947,0.075,-7.961,8.869,2.812,17,-3.727,1,0,0,180.125,407.675,23,3,11,0,11,4,67,2,1.071
1107,19,1,0,0,10,33,1,-2,980.162,8.275,1307.598,682.354,465.014,132.386,27.844,2739.542,8.5,23.45,0.0249941,0.0522851,0.7241179,83.557,30.08,54.58,49.016,-4.222,2,-1.915,6.39,0.003,-6.871,0.035,-8.518,8.957,2.705,17,-3.623,1,0,0,186.608,411.621,23,3,11,0,11,4,67,2,0.298
1107,19,1,0,0,10,33,1,-2,980.162,11.18,1262.174,641.66,471.69,128.908,19.916,2682.415,8.5,23.45,0.0465947,0.0541668,0.739713,81.238,29.206,54.154,48.913,-4.592,2,-1.915,6.659,0.003,-6.725,0.027,-8.653,9.157,2.536,17,-3.707,1,0,0,186.428,412.591,23,3,11,0,11,4,67,2,0.218
1107,19,1,0,0,10,33,1,-2,980.162,5.019,1343.066,727.92,461.973,134.548,18.624,2746.235,8.5,23.45,0.0091725,0.0509044,0.7061434,83.846,30.549,54.245,50.512,-4.251,2,-1.915,6.089,0.002,-7.158,0.034,-8.454,9.33,2.381,17,-3.664,1,0,0,205.792,411.583,23,3,11,0,11,4,67,2,0.345
1107,19,1,0,0,10,33,1,-2,980.162,6.071,1326.041,717.554,458.685,135.216,14.586,2733.238,8.5,23.45,0.0134851,0.0515579,0.7129512,83.332,30.206,54.145,50.16,-4.299,2,-1.915,6.196,0.003,-7.007,0.035,-8.391,9.323,2.255,17,-3.673,1,0,0,201.853,413.112,23,3,11,0,11,4,67,2,0.398
1107,19,1,0,0,10,33,1,-2,980.162,14.674,1192.944,638.989,401.117,134.489,18.349,2607.704,8.5,23.45,0.0825729,0.0573102,0.76804,78.301,27.547,53.452,47.848,-4.451,2,-1.915,7.091,0.014,-5.515,0.142,-7.333,9.425,2.716,17,-3.788,1,0,0,180.279,409.587,23,3,11,0,11,4,67,2,4.557
1107,19,1,0,0,10,33,1,-2,980.162,3.926,1304.53,685.964,482.573,128.983,7.01,2699.758,8.5,23.45,0.0057096,0.0524081,0.7187767,81.933,29.848,53.654,51.549,-4.681,2,-1.915,6.32,0.001,-7.237,0.018,-8.853,9.126,2.795,17,-3.733,1,0,0,219.737,414.265,23,3,11,0,11,4,67,2,0.137
1107,18,1,0,0,10,33,1,-2,980.162,21.074,1176.564,634.778,399.974,120.005,21.807,2593.258,8.5,23.45,0.1712536,0.0581081,0.7758542,77.585,27.202,54.456,43.222,-4.506,1.83,-1.915,7.287,0.044,-5.403,0.152,-7.363,8.651,2.746,17,-3.795,1,0,0,119.712,410.877,23,3,11,0,11,4,67,2,2.873
1107,19,1,0,0,10,33,1,-2,980.162,7.973,1360.601,712.782,495.148,122.028,30.642,2759.459,8.5,23.45,0.0230365,0.0502483,0.6992788,84.256,31.087,54.724,49.844,-4.393,1.556,-1.915,6.038,0.001,-7.702,0.018,-9.109,9.01,2.461,17,-3.654,1,0,0,194.237,418.835,23,3,11,0,11,4,67,2,0.027
1107,20,1,0,0,10,33,1,-2,980.162,20.655,1252.509,618.086,487.033,139.361,8.029,2655.423,8.5,23.45,0.1606636,0.0545848,0.7404121,80.258,29.072,55.399,47.337,-4.889,2,-1.915,6.621,0.003,-6.93,0.016,-8.899,8.834,2.504,17,-3.768,1,0,0,163.138,412.327,23,3,11,0,11,4,67,2,0.124
1107,20,1,0,0,10,33,1,-2,980.162,20.961,1241.969,603.803,489.538,141.325,7.304,2656.118,8.5,23.45,0.1654225,0.055048,0.7468256,80.304,28.96,55.546,47.48,-4.881,2,-1.915,6.715,0.003,-6.86,0.015,-8.938,8.809,2.52,17,-3.745,1,0,0,165.003,412.408,23,3,11,0,11,4,67,2,0.113
1107,19,1,0,0,10,33,1,-2,980.162,9.894,1241.114,654.995,454.572,117.272,14.275,2657.808,8.5,23.45,0.0368331,0.0550859,0.7476572,80.142,28.588,53.556,46.497,-4.628,2,-1.915,6.843,0.007,-6.413,0.038,-8.378,8.957,1.725,17,-3.739,1,0,0,157.136,412.924,23,3,11,0,11,4,67,2,0.41
